S.No,Rounds,College Name,MTECH Course Name,Group,Category,Max GATE Score,Min GATE Score
23,Round 1,National Institute of Technology Uttarakhand,Computing Systems,G1,OBC-NCL,398,363
24,Round 1,"National Institute of Technology, Warangal",Biotechnology,G1,EWS,511,511
25,Round 1,National Institute of Technology Uttarakhand,Computing Systems,G1,OPEN,482,438
26,Round 1,National Institute of Technology Uttarakhand,Computing Systems,G1,OPEN-PwD,258,258
27,Round 1,National Institute of Technology Uttarakhand,Computing Systems,G1,SC,284,275
28,Round 1,"National Institute of Technology, Warangal",Biotechnology,G1,OPEN,641,528
29,Round 1,National Institute of Technology Uttarakhand,Power Electronics & Drives,G1,SC,300,300
30,Round 1,National Institute of Technology Uttarakhand,Power System & Control,G1,OBC-NCL,357,335
31,Round 1,National Institute of Technology Uttarakhand,Power System & Control,G1,OPEN,468,364
32,Round 1,"National Institute of Technology, Warangal",Additive Manufacturing,G1,EWS,531,531
33,Round 1,"National Institute of Technology, Warangal",Additive Manufacturing,G1,OPEN,678,571
34,Round 1,National Institute of Technology Uttarakhand,Structural Engineering,G1,OBC-NCL,432,414
35,Round 1,National Institute of Technology Uttarakhand,Structural Engineering,G1,EWS,406,406
36,Round 1,"National Institute of Technology, Warangal",Additive Manufacturing,G1,SC,378,359
37,Round 1,"National Institute of Technology, Warangal",Automobile Engineering,G1,OBC-NCL,614,598
38,Round 1,National Institute of Technology Uttarakhand,Machine Design,G1,OBC-NCL,382,343
39,Round 1,National Institute of Technology Uttarakhand,Machine Design,G1,OPEN,516,424
40,Round 1,National Institute of Technology Uttarakhand,Machine Design,G1,SC,241,241
41,Round 1,National Institute of Technology Uttarakhand,Structural Engineering,G1,SC,347,347
42,Round 1,National Institute of Technology Uttarakhand,Transportation Engineering,G1,OBC-NCL,372,357
43,Round 1,National Institute of Technology Uttarakhand,Manufacturing Technology,G1,OPEN,401,374
44,Round 1,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,G1,OBC-NCL,475,442
45,Round 1,National Institute of Technology Uttarakhand,Transportation Engineering,G1,OPEN,465,375
46,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G2,OPEN,741,697
47,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G2,SC,466,466
48,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G2,ST,288,288
49,Round 1,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,G1,OPEN,696,571
50,Round 1,National Institute of Technology Uttarakhand,Artificial Intelligence,G1,EWS,341,341
51,Round 1,National Institute of Technology Uttarakhand,Artificial Intelligence,G1,OPEN,552,482
52,Round 1,National Institute of Technology Uttarakhand,Artificial Intelligence,G1,SC,297,297
53,Round 1,National Institute of Technology Uttarakhand,Microelectronics & VLSI Design,G1,SC,367,303
54,Round 1,"National Institute of Technology, Tiruchirappalli",Welding Engineering,G2,OBC-NCL,589,582
55,Round 1,"National Institute of Technology, Tiruchirappalli",Welding Engineering,G2,EWS,571,550
56,Round 1,National Institute of Technology Uttarakhand,Communication Systems,G1,OPEN,400,387
57,Round 1,"National Institute of Technology, Tiruchirappalli",Welding Engineering,G2,ST,245,245
58,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G1,OBC-NCL,714,679
59,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G1,EWS,727,719
60,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G1,OPEN,780,749
61,Round 1,National Institute of Technology Uttarakhand,Geotechnical Engineering,G1,OBC-NCL,359,359
62,Round 1,National Institute of Technology Uttarakhand,Geotechnical Engineering,G1,EWS,356,356
63,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,OBC-NCL-PwD,271,271
64,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,EWS,685,679
65,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G1,SC,574,508
66,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,SC,588,504
67,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,ST,500,371
68,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G2,OBC-NCL,775,739
69,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G1,ST,385,385
70,Round 1,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,G1,OBC-NCL,608,582
71,Round 1,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,G1,EWS,578,555
72,Round 1,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,G1,OPEN,678,632
73,Round 1,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,G1,SC,479,448
74,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G2,OPEN,818,775
75,Round 1,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,G1,OBC-NCL,673,649
76,Round 1,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,G1,EWS,673,646
77,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G2,SC,621,600
78,Round 1,"National Institute of Technology, Tiruchirappalli",Power Systems,G1,OBC-NCL,628,614
79,Round 1,"National Institute of Technology, Tiruchirappalli",Power Systems,G1,EWS,607,593
80,Round 1,"National Institute of Technology, Tiruchirappalli",Power Systems,G1,OPEN,682,643
81,Round 1,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,G1,SC,496,474
82,Round 1,"National Institute of Technology, Tiruchirappalli",Power Systems,G1,ST,350,335
83,Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,G1,OBC-NCL,658,638
84,Round 1,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,G1,ST,339,314
85,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G2,OBC-NCL,559,499
86,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G2,OPEN,636,597
87,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G2,OPEN-PwD,235,235
88,Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,G1,OPEN,771,678
89,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G3,EWS,621,621
90,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G3,OPEN,671,669
91,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G3,SC,460,460
92,Round 1,"National Institute of Technology, Tiruchirappalli",Power Electronics,G1,OBC-NCL,679,646
93,Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,G1,OPEN-PwD,276,276
94,Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,G1,SC,535,493
95,Round 1,National Institute of Technology Raipur,Machine Design,G1,OPEN,535,424
96,Round 1,National Institute of Technology Raipur,Thermal Engineering,G1,OBC-NCL,359,330
97,Round 1,National Institute of Technology Raipur,Thermal Engineering,G1,EWS,327,327
98,Round 1,National Institute of Technology Raipur,Machine Design,G2,OBC-NCL,386,378
99,Round 1,National Institute of Technology Raipur,Machine Design,G2,OPEN,561,561
100,Round 1,National Institute of Technology Raipur,Thermal Engineering,G1,OPEN,496,416
101,Round 1,National Institute of Technology Raipur,Thermal Engineering,G1,SC,351,348
102,Round 1,National Institute of Technology Raipur,Information Technology,G3,OBC-NCL,499,499
103,Round 1,National Institute of Technology Raipur,Information Technology,G3,OPEN,550,550
104,Round 1,National Institute of Technology Raipur,Information Technology,G3,SC,289,289
105,Round 1,National Institute of Technology Raipur,Power System & Control,G1,OBC-NCL,369,364
106,Round 1,National Institute of Technology Raipur,Power System & Control,G1,EWS,332,332
107,Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G1,EWS,382,382
108,Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G1,OPEN,585,480
109,Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G1,ST,355,355
110,Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G2,OBC-NCL,405,405
111,Round 1,National Institute of Technology Raipur,Power System & Control,G1,OPEN,575,407
112,Round 1,National Institute of Technology Raipur,Power System & Control,G1,SC,339,278
113,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Opto Electronics and Communication systems (Lasers and Electro Optics),G1,EWS,365,365
114,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Opto Electronics and Communication systems (Lasers and Electro Optics),G1,OPEN,432,385
115,Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G2,OPEN,482,469
116,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Opto Electronics and Communication systems (Optical Communication and Photonics),G1,OBC-NCL,341,321
117,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Opto Electronics and Communication systems (Optical Communication and Photonics),G1,OPEN,499,371
118,Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G2,SC,331,331
119,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Marine Engineering),G1,SC,317,251
120,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Mechanical System Design),G1,OBC-NCL,392,366
121,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Technology Management,G1,OPEN,478,364
122,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Mechanical System Design),G1,OPEN,571,460
123,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Mechanical System Design),G1,SC,301,301
124,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Technology Management,G1,SC,219,219
125,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Science and Chemical Technology (Materials Science and Technology),G1,OPEN,704,429
126,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Science and Chemical Technology (Materials Science and Technology),G1,SC,241,219
127,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Modeling and Simulation,G1,SC,273,273
128,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Armament and Combat Vehicles),G1,EWS,339,339
129,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Armament and Combat Vehicles),G1,OPEN,574,441
130,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Modeling and Simulation,G1,ST,264,264
131,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),G1,ST,272,272
132,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics andCommunication Engineering (Defence Electronics System),G1,OBC-NCL,367,346
133,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Marine Engineering),G1,OBC-NCL,369,330
134,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Science and Chemical Technology (Corrosion Technology),G1,OBC-NCL,339,318
135,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Science and Chemical Technology (Corrosion Technology),G1,EWS,301,301
136,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Mechanical Engineering (Marine Engineering),G1,EWS,369,369
137,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Radar and Communications),G1,OPEN,487,383
138,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Radar and Communications),G1,SC,236,236
139,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Science and Chemical Technology (Corrosion Technology),G1,SC,219,169
140,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Signal Processing and communication),G1,OPEN,458,387
141,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (Signal Processing and communication),G1,SC,275,246
142,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Science and Chemical Technology (Materials Science and Technology),G1,OBC-NCL,360,322
143,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Nanoscience and Technology,G1,EWS,353,353
144,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Nanoscience and Technology,G1,OPEN,437,398
145,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),G1,EWS,460,460
146,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Sensor Technology,G1,OBC-NCL,359,315
147,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Sensor Technology,G1,OPEN,460,379
148,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Sensor Technology,G1,SC,267,257
149,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Electronics and Communication Engineering (VLSI and Embedded System),G1,OPEN,633,467
150,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,G1,OPEN-PwD,375,375
151,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Automation and Robotics,G1,SC,285,275
152,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,G1,EWS,392,392
153,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,G1,OPEN,714,457
154,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (UAVs),G1,EWS,426,426
155,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (UAVs),G1,OPEN,599,491
156,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,G1,SC,328,262
157,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Aerospace Engineering (Guided Missiles),G1,SC,400,300
158,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Artificial Intelligence,G1,OBC-NCL,420,330
159,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Materials Engineering,G1,OBC-NCL,389,301
160,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Artificial Intelligence,G1,OPEN,596,473
161,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Artificial Intelligence,G1,OPEN-PwD,297,297
162,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G3,EWS,553,553
163,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G3,OPEN,610,607
164,Round 1,"National Institute of Technology, Tiruchirappalli",Energy Engineering,G4,SC,223,223
165,Round 1,"National Institute of Technology, Tiruchirappalli",Geotechnical Engineering,G1,OPEN,619,566
166,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G1,EWS,669,647
167,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G2,OBC-NCL,553,553
168,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G2,EWS,600,600
169,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G3,SC,293,293
170,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G4,OBC-NCL,575,575
171,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G1,SC,332,246
172,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G2,OBC-NCL,355,355
173,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Automation,G3,SC,413,413
174,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Engineering & Management,G1,SC,535,496
175,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,G2,EWS,577,577
176,Round 1,"National Institute of Technology, Tiruchirappalli",Industrial Metallurgy,G2,OPEN,630,579
177,Round 1,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,G1,EWS,642,634
178,Round 1,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,G1,OPEN,780,643
179,Round 1,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G1,OBC-NCL,347,294
180,Round 1,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G1,OPEN,370,370
181,Round 1,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G2,OPEN,627,590
182,Round 1,"National Institute of Technology, Tiruchirappalli",Material Science & Engineering,G3,OBC-NCL,418,347
183,Round 1,"National Institute of Technology, Tiruchirappalli",Non Destructive Testing,G1,EWS,575,561
184,Round 1,"National Institute of Technology, Tiruchirappalli",Non Destructive Testing,G1,OPEN,661,606
185,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G1,EWS,382,382
186,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G1,ST,266,266
187,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G2,SC,225,225
188,Round 1,"National Institute of Technology, Tiruchirappalli",Process Control and Instrumentation,G3,OBC-NCL,632,632
189,Round 1,"National Institute of Technology, Tiruchirappalli",Power Electronics,G1,EWS,685,673
190,Round 1,"National Institute of Technology, Tiruchirappalli",Power Electronics,G1,ST,367,353
191,Round 1,"National Institute of Technology, Tiruchirappalli",Power Systems,G1,OPEN-PwD,389,389
192,Round 1,"National Institute of Technology, Tiruchirappalli",Power Systems,G1,SC,490,414
193,Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,G1,EWS,668,605
194,Round 1,"National Institute of Technology, Tiruchirappalli",Structural Engineering,G1,ST,540,540
195,Round 1,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,G1,ST,396,382
196,Round 1,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,G1,OPEN,744,690
197,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,OBC-NCL,671,650
198,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,OPEN,839,700
199,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G2,EWS,770,725
200,Round 1,"National Institute of Technology, Tiruchirappalli",VLSI System,G2,ST,432,432
201,Round 1,"National Institute of Technology, Tiruchirappalli",Welding Engineering,G2,OPEN,642,593
202,Round 1,"National Institute of Technology, Tiruchirappalli",Welding Engineering,G2,SC,417,369
203,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G1,OPEN-PwD,692,692
204,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G2,OBC-NCL,688,648
205,Round 1,"National Institute of Technology, Tiruchirappalli",Computer Science & Engineering,G2,EWS,679,679
206,Round 1,National Institute of Technology Uttarakhand,Artificial Intelligence,G1,OBC-NCL,407,389
207,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G1,OPEN,426,398
208,Round 1,National Institute of Technology Mizoram,Microelectronics & VLSI Design,G1,SC,275,250
209,Round 1,National Institute of Technology Mizoram,Power Electronics & Drives,G1,OBC-NCL,324,324
210,Round 1,National Institute of Technology Mizoram,Power Electronics & Drives,G1,SC,250,250
211,Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,G2,SC,296,296
212,Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,G3,OBC-NCL,428,408
213,Round 1,National Institute of Technology Mizoram,Thermal Engineering,G1,OPEN,368,368
214,Round 1,National Institute of Technology Mizoram,Computer Science & Engineering,G1,OBC-NCL,363,363
215,Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,G3,OPEN,499,499
216,Round 1,"National Institute of Technology, Manipur",Power System and Control System,G1,OPEN,410,410
217,Round 1,"National Institute of Technology, Manipur",Structural Engineering,G1,OBC-NCL,366,359
218,Round 1,"National Institute of Technology, Manipur",Structural Engineering,G1,OPEN,500,386
219,Round 1,National Institute of Technology Mizoram,Computer Science & Engineering,G1,SC,245,245
220,Round 1,"National Institute of Technology, Manipur",Thermal & Fluids Engineering,G1,OPEN,559,404
221,Round 1,"National Institute of Technology, Manipur",Thermal & Fluids Engineering,G1,SC,279,279
222,Round 1,"National Institute of Technology, Manipur",Computer Science & Engineering,G1,OBC-NCL,354,319
223,Round 1,"National Institute of Technology, Manipur",Computer Science & Engineering,G1,OPEN,433,376
224,Round 1,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,G1,OBC-NCL,409,389
225,Round 1,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,G1,EWS,434,427
226,Round 1,"National Institute of Technology, Kurukshetra",Water Resources Engineering,G2,OPEN,437,437
227,Round 1,"National Institute of Technology, Kurukshetra",Water Resources Engineering,G2,SC,252,252
228,Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering,G1,OBC-NCL,539,517
229,Round 1,National Institute of Technology Mizoram,Microelectronics & VLSI Design,G1,OBC-NCL,373,332
230,Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering,G1,OPEN,604,552
231,Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering,G1,SC,356,352
232,Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering,G1,ST,271,271
233,Round 1,"National Institute of Technology, Manipur",Electronics and Communication Engineering,G1,OBC-NCL,342,342
234,Round 1,National Institute of Technology Mizoram,Microelectronics & VLSI Design,G1,EWS,389,345
235,Round 1,"National Institute of Technology, Kurukshetra",Embedded System Design,G1,OPEN,555,517
236,Round 1,"National Institute of Technology, Kurukshetra",Embedded System Design,G1,SC,354,342
237,Round 1,"National Institute of Technology, Kurukshetra",VLSI Design,G1,OBC-NCL,558,537
238,Round 1,"National Institute of Technology, Manipur",Electronics and Communication Engineering,G1,ST,283,283
239,Round 1,"National Institute of Technology, Manipur",Environmental and Water Resources Engineering,G1,OBC-NCL,344,326
240,Round 1,"National Institute of Technology, Kurukshetra",VLSI Design,G1,OPEN,671,566
241,Round 1,"National Institute of Technology, Kurukshetra",VLSI Design,G1,SC,404,387
242,Round 1,"National Institute of Technology, Kurukshetra",VLSI Design,G1,ST,350,254
243,Round 1,"National Institute of Technology, Manipur",Environmental and Water Resources Engineering,G1,OPEN,379,361
244,Round 1,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,SC,372,339
245,Round 1,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,ST,344,271
246,Round 1,"National Institute of Technology, Kurukshetra",Water Resources Engineering,G1,EWS,366,346
247,Round 1,"National Institute of Technology, Kurukshetra",Water Resources Engineering,G1,OPEN,416,382
248,Round 1,"National Institute of Technology, Kurukshetra",Thermal Engineering,G1,EWS,426,380
249,Round 1,"National Institute of Technology, Kurukshetra",Thermal Engineering,G1,OPEN,574,463
250,Round 1,"National Institute of Technology, Kurukshetra",Thermal Engineering,G1,SC,361,268
251,Round 1,"National Institute of Technology, Kurukshetra",Water Resources Engineering,G1,SC,319,316
252,Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G3,OBC-NCL,357,357
253,Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G3,OPEN,382,369
254,Round 1,"National Institute of Technology, Kurukshetra",Power System,G1,OPEN,482,432
255,Round 1,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,OBC-NCL,502,462
256,Round 1,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,EWS,483,481
257,Round 1,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,OPEN,594,504
258,Round 1,"National Institute of Technology, Kurukshetra",Power System,G1,SC,364,285
259,Round 1,"National Institute of Technology, Kurukshetra",Power System,G1,ST,375,375
260,Round 1,"National Institute of Technology, Kurukshetra",Machine Design,G1,OBC-NCL,476,438
261,Round 1,"National Institute of Technology, Kurukshetra",Machine Design,G1,EWS,465,429
262,Round 1,"National Institute of Technology, Kurukshetra",Machine Design,G1,OPEN,568,485
263,Round 1,"National Institute of Technology, Kurukshetra",Machine Design,G1,SC,335,279
264,Round 1,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,ST,319,264
265,Round 1,"National Institute of Technology, Kurukshetra",Power Electronics & Drives,G1,OPEN,575,500
266,Round 1,"National Institute of Technology, Kurukshetra",Power Electronics & Drives,G1,SC,428,307
267,Round 1,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,OBC-NCL,452,417
268,Round 1,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,EWS,439,372
269,Round 1,"National Institute of Technology, Kurukshetra",Geotechnical Engineering,G1,EWS,352,344
270,Round 1,"National Institute of Technology, Kurukshetra",Geotechnical Engineering,G1,OPEN,488,419
271,Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G1,OPEN,525,414
272,Round 1,"National Institute of Technology, Kurukshetra",Geotechnical Engineering,G1,ST,260,260
273,Round 1,"National Institute of Technology, Kurukshetra",Production & Industrial Engineering,G1,OBC-NCL,402,370
274,Round 1,"National Institute of Technology, Kurukshetra",Production & Industrial Engineering,G1,EWS,348,347
275,Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G1,SC,275,267
276,Round 1,"National Institute of Technology, Kurukshetra",Renewable Energy Systems,G2,OBC-NCL,352,319
277,Round 1,"National Institute of Technology, Kurukshetra",Control System,G1,SC,318,297
278,Round 1,"National Institute of Technology, Kurukshetra",Control System,G1,ST,267,267
