S.No,Rounds,College Name,MTECH Course Name,Group,Category,Max GATE Score,Min GATE Score
77,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,SC,390,380
78,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,ST,281,281
79,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,ST,320,283
80,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,EWS,606,599
81,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G2,SC,382,382
82,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,OBC-NCL,498,437
83,Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,OPEN,632,513
84,Round 1,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,OBC-NCL,543,519
85,Round 1,Malaviya National Institute of Technology Jaipur,Wireless & Optical Communication,G1,OPEN,444,420
86,Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,OBC-NCL,489,451
87,Round 1,Maulana Azad National Institute of Technology Bhopal,Biotechnology,G1,SC,297,267
88,Round 1,Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,G1,OPEN,416,350
89,Round 1,Maulana Azad National Institute of Technology Bhopal,Communication Systems,G1,ST,276,276
90,Round 1,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,ST,312,293
91,Round 1,Maulana Azad National Institute of Technology Bhopal,Nanotechnology,G1,ST,258,258
92,Round 1,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,OBC-NCL,376,354
93,Round 1,Maulana Azad National Institute of Technology Bhopal,Thermal Engineering,G1,ST,241,241
94,Round 1,Maulana Azad National Institute of Technology Bhopal,Urban Planning,G1,ST,122,122
95,Round 1,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,ST,266,266
96,Round 1,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,G1,OPEN,540,505
97,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,OBC-NCL,606,595
98,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,OBC-NCL,578,573
99,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,G1,OBC-NCL,478,462
100,Round 1,National Institute of Technology Agartala,Communication Systems & Signal Processing,G1,EWS,339,325
101,Round 1,National Institute of Technology Agartala,Artificial Intelligence,G1,ST,288,288
102,Round 1,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,G1,EWS,327,327
103,Round 1,National Institute of Technology Agartala,Data Science & Engineering,G1,OPEN,514,507
104,Round 1,National Institute of Technology Agartala,Structural Engineering,G1,OBC-NCL,355,337
105,Round 1,National Institute of Technology Calicut,Geotechnical Engineering,G1,OBC-NCL,432,416
106,Round 1,National Institute of Technology Calicut,High Voltage Engineering,G1,OPEN,433,415
107,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G1,ST,275,275
108,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G2,OPEN,518,451
109,Round 1,National Institute of Technology Calicut,Machine Design,G1,ST,290,290
110,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,SC,454,439
111,Round 1,National Institute of Technology Calicut,Nanotechnology,G1,OBC-NCL,339,322
112,Round 1,National Institute of Technology Calicut,Power Systems,G1,EWS,415,415
113,Round 1,National Institute of Technology Calicut,Water Resource Engineering,G1,EWS,355,352
114,Round 1,National Institute of Technology Delhi,Power & Energy Systems,G1,OBC-NCL,420,420
115,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,ST,348,348
116,Round 1,National Institute of Technology Durgapur,Power System,G1,OBC-NCL,380,358
117,Round 1,National Institute of Technology Durgapur,Artificial Intelligence & Data Science,G1,SC,427,422
118,Round 1,National Institute of Technology Goa,VLSI,G1,SC,360,328
119,Round 1,National Institute of Technology Goa,Computer Science & Engineering,G1,OBC-NCL,543,501
120,Round 1,National Institute of Technology Goa,Computer Science & Engineering,G1,OPEN,672,551
121,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Environment),G1,ST,264,264
122,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Structures),G1,EWS,351,351
123,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Transportation),G1,OBC-NCL,370,328
124,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Transportation),G1,OPEN,483,371
125,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Thermal and Energy Engineering,G1,SC,273,273
126,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,G2,SC,252,252
127,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Analytics,G1,EWS,528,514
128,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,G1,OPEN,451,366
129,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,EWS,472,472
130,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,ST,300,300
131,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,G1,OBC-NCL,555,512
132,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,G1,OBC-NCL,420,405
133,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,OPEN,589,489
134,Round 1,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,EWS,432,379
135,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,OPEN,387,364
136,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G2,SC,277,277
137,Round 1,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,EWS,454,428
138,Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,G2,SC,351,351
139,Round 1,Malaviya National Institute of Technology Jaipur,Water Resources Engineering,G1,OPEN,418,388
140,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,ST,441,349
141,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G1,EWS,584,584
142,Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,EWS,487,487
143,Round 1,Maulana Azad National Institute of Technology Bhopal,Industrial Design,G1,OPEN,420,350
144,Round 1,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,G1,OPEN,565,486
145,Round 1,Maulana Azad National Institute of Technology Bhopal,Materials Science & Technology,G1,SC,253,247
146,Round 1,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,SC,403,383
147,Round 1,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,ST,340,340
148,Round 1,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,G1,EWS,322,322
149,Round 1,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,SC,364,360
150,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,OBC-NCL,435,391
151,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,EWS,401,381
152,Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,EWS,411,360
153,Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,ST,257,257
154,Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,EWS,434,420
155,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,EWS,650,646
156,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,G1,OPEN,408,355
157,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,G1,EWS,421,421
158,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,EWS,610,603
159,Round 1,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,G1,EWS,379,367
160,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,SC,429,410
161,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,G1,OPEN,560,464
162,Round 1,Motilal Nehru National Institute of Technology Allahabad,Production Engineering,G1,ST,245,245
163,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,EWS,446,444
164,Round 1,National Institute of Technology Agartala,Communication Systems & Signal Processing,G1,OBC-NCL,339,335
165,Round 1,National Institute of Technology Agartala,Cyber Security,G1,EWS,467,462
166,Round 1,National Institute of Technology Agartala,Geotechnical Engineering,G1,OBC-NCL,319,319
167,Round 1,National Institute of Technology Agartala,Power System Engineering,G1,OPEN,367,350
168,Round 1,National Institute of Technology Agartala,Transportation Engineering,G1,OPEN,403,403
169,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G1,OBC-NCL,367,354
170,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,SC,395,333
171,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,G1,SC,436,401
172,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,G1,OPEN,514,429
173,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,ST,285,285
174,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,ST,266,261
175,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G2,OPEN,562,518
176,Round 1,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,ST,333,254
177,Round 1,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,ST,279,262
178,Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,EWS,374,364
179,Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,EWS,482,474
180,Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,G1,OBC-NCL,484,436
181,Round 1,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,G1,OBC-NCL,435,364
182,Round 1,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,G1,SC,335,312
183,Round 1,Maulana Azad National Institute of Technology Bhopal,Geoinformatics & Its Applications,G1,EWS,349,349
184,Round 1,Maulana Azad National Institute of Technology Bhopal,Integrated Power Systems,G1,OPEN,402,376
185,Round 1,Maulana Azad National Institute of Technology Bhopal,Nanotechnology,G1,OBC-NCL,393,367
186,Round 1,Maulana Azad National Institute of Technology Bhopal,Thermal Engineering,G1,OBC-NCL,379,334
187,Round 1,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,G1,SC,408,364
188,Round 1,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,G1,OBC-NCL,352,341
189,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G1,OPEN,424,355
190,Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,OBC-NCL,439,420
191,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,G1,OBC-NCL,410,388
192,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,G1,EWS,431,371
193,Round 1,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,G1,OBC-NCL,388,356
194,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,OBC-NCL,446,429
195,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,G1,EWS,371,359
196,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,G1,OPEN,569,415
197,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Aided Design & Manufacturing,G1,EWS,339,339
198,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,G1,OBC-NCL,675,628
199,Round 1,National Institute of Technology Agartala,Artificial Intelligence,G1,OBC-NCL,478,443
200,Round 1,National Institute of Technology Agartala,Power Electronics & Drives,G1,OBC-NCL,350,335
201,Round 1,National Institute of Technology Agartala,Transportation Engineering,G1,SC,299,289
202,Round 1,National Institute of Technology Calicut,Energy Engineering & Management,G1,OBC-NCL,355,339
203,Round 1,National Institute of Technology Calicut,Geotechnical Engineering,G1,ST,271,271
204,Round 1,National Institute of Technology Calicut,Industrial Power & Automation,G1,ST,278,257
205,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G1,OBC-NCL,450,437
206,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G2,EWS,426,426
207,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,ST,365,365
208,Round 1,National Institute of Technology Calicut,Environment Engineering,G1,OBC-NCL,409,399
209,Round 1,National Institute of Technology Calicut,Telecommunication,G1,OBC-NCL,463,449
210,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,OBC-NCL,444,434
211,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,SC,370,350
212,Round 1,National Institute of Technology Delhi,Power Electronics & Drives,G1,OBC-NCL,429,420
213,Round 1,National Institute of Technology Durgapur,Biotechnology,G1,OBC-NCL,430,386
214,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,G1,OPEN,456,379
215,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Analytics,G1,SC,395,393
216,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,G1,SC,297,275
217,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,OPEN,454,379
218,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,OBC-NCL,530,514
219,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,ST,281,281
220,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G2,OPEN,497,469
221,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,SC,285,285
222,Round 1,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,OPEN,497,406
223,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,OPEN,716,653
224,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,OBC-NCL,519,514
225,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,EWS,521,521
226,Round 1,Maulana Azad National Institute of Technology Bhopal,Communication Systems,G1,OBC-NCL,405,380
227,Round 1,Maulana Azad National Institute of Technology Bhopal,Communication Systems,G1,OPEN,439,410
228,Round 1,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,EWS,332,324
229,Round 1,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,OBC-NCL,474,449
230,Round 1,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,EWS,519,489
231,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G2,EWS,391,391
232,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,G1,SC,328,275
233,Round 1,Motilal Nehru National Institute of Technology Allahabad,Material Science & Engineering,G1,SC,261,249
234,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,SC,414,390
235,Round 1,National Institute of Technology Agartala,Automotive Engineering,G1,ST,236,236
236,Round 1,National Institute of Technology Agartala,Environmental Engineering,G1,SC,279,260
237,Round 1,National Institute of Technology Agartala,Hydro Informatics Engineering,G1,SC,253,253
238,Round 1,National Institute of Technology Agartala,Instrumentation Engineering,G1,OPEN,360,350
239,Round 1,National Institute of Technology Agartala,Transportation Engineering,G1,ST,347,347
240,Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),G1,EWS,377,377
241,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,G1,EWS,534,529
242,Round 1,National Institute of Technology Calicut,High Voltage Engineering,G1,SC,328,328
243,Round 1,National Institute of Technology Calicut,Machine Design,G1,EWS,477,453
244,Round 1,National Institute of Technology Calicut,Manufacturing Technology,G1,ST,314,245
245,Round 1,National Institute of Technology Calicut,Power Electronics,G1,SC,389,358
246,Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,G1,OBC-NCL,443,440
247,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,G1,EWS,679,664
248,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,EWS,588,588
249,Round 1,National Institute of Technology Delhi,Computer Science & Engineering (Analytics),G1,ST,305,305
250,Round 1,National Institute of Technology Durgapur,Machine Design,G1,ST,249,249
251,Round 1,National Institute of Technology Durgapur,Computer Science & Engineering,G1,ST,342,295
252,Round 1,National Institute of Technology Durgapur,Electrical Engineering (Instrumentation and Control),G1,OPEN,409,398
253,Round 1,National Institute of Technology Goa,Computer Science & Engineering,G1,SC,404,371
254,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Transportation),G1,ST,264,264
255,Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),G1,ST,246,246
256,Round 1,"National Institute of Technology Karnataka, Surathkal",Communication Engineering and Networks,G1,EWS,519,504
257,Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Engineering,G1,EWS,414,409
258,Round 1,"National Institute of Technology Karnataka, Surathkal",Industrial Biotechnology,G1,OPEN,615,491
259,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G1,ST,363,363
260,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,G1,EWS,324,324
261,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,G1,OBC-NCL,359,343
262,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,G1,ST,251,250
263,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electric Vehicle Design,G1,ST,253,253
264,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,OPEN-PwD,255,255
265,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,OPEN,561,477
266,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G2,OBC-NCL,420,420
267,Round 1,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,EWS,433,429
268,Round 1,Malaviya National Institute of Technology Jaipur,Power Systems,G1,SC,332,314
269,Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,OBC-NCL,405,377
270,Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,SC,462,416
271,Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,ST,409,409
272,Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,G2,OBC-NCL,429,388
273,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,OBC-NCL,643,592
274,Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,G1,OBC-NCL,533,481
275,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,OPEN,588,575
276,Round 1,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,G1,EWS,347,335
277,Round 1,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,G1,SC,306,286
278,Round 1,Maulana Azad National Institute of Technology Bhopal,Nanotechnology,G1,SC,300,284
279,Round 1,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,SC,343,337
280,Round 1,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,G1,OBC-NCL,405,374
281,Round 1,Maulana Azad National Institute of Technology Bhopal,Smart Manufacturing,G1,SC,335,310
282,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G1,ST,240,240
283,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Aided Design & Manufacturing,G1,OBC-NCL,326,318
284,Round 1,National Institute of Technology Agartala,Chemical Engineering,G1,OPEN,411,361
285,Round 1,National Institute of Technology Agartala,Geotechnical Engineering,G1,SC,278,272
286,Round 1,National Institute of Technology Agartala,Geotechnical Engineering,G1,ST,246,246
287,Round 1,National Institute of Technology Agartala,Instrumentation Engineering,G1,OBC-NCL,325,315
288,Round 1,National Institute of Technology Agartala,Power System Engineering,G1,SC,292,276
289,Round 1,National Institute of Technology Agartala,Seismic Science and Engineering,G1,SC,255,255
290,Round 1,National Institute of Technology Agartala,VLSI Design,G1,SC,315,305
291,Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),G1,OPEN,679,614
292,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,G1,OPEN,588,563
