S.No,Rounds,College Name,MTECH Course Name,Group,Category,Max GATE Score,Min GATE Score
1,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science and Engineering with specialization in Data Analytics and Decision Sciences,Group 1,SC,335,290
2,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Smart Manufacturing,Group 1,OBC,339,339
3,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Smart Manufacturing,Group 1,OPEN,442,385
4,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Smart Manufacturing,Group 2,OBC,313,313
5,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Smart Manufacturing,Group 2,OPEN,456,374
6,Round 1,"Indian Institute of Information Technology, Pune",Electronics and Communication Engineering,Group 1,OBC,412,364
7,Round 1,"Indian Institute of Information Technology, Pune",Electronics and Communication Engineering,Group 1,EWS,374,374
8,Round 1,"Indian Institute of Information Technology, Pune",Electronics and Communication Engineering,Group 1,OPEN,469,454
9,Round 1,"Indian Institute of Information Technology, Pune",Electronics and Communication Engineering,Group 1,SC,283,255
10,Round 1,"Indian Institute of Information Technology, Pune",Computer Science & Engineering,Group 1,OBC,458,446
11,Round 1,"Indian Institute of Information Technology, Pune",Computer Science & Engineering,Group 1,EWS,535,535
12,Round 1,"Indian Institute of Information Technology, Pune",Computer Science & Engineering,Group 1,OPEN,602,569
13,Round 1,"Indian Institute of Information Technology, Pune",Computer Science & Engineering,Group 1,SC,388,344
14,Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Electronics Design & Technology,Group 1,OBC,400,358
15,Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Electronics Design & Technology,Group 1,EWS,305,305
16,Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Electronics Design & Technology,Group 1,OPEN,504,407
17,Round 1,"National Institute of Electronics and Information Technology, Aurangabad",Electronics Design & Technology,Group 1,SC,267,237
18,Round 1,"National Institute of Foundry & Forge Technology, Hatia, Ranchi",Environmental Engineering,Group 1,OBC,396,371
19,Round 1,"National Institute of Foundry & Forge Technology, Hatia, Ranchi",Environmental Engineering,Group 1,EWS,361,343
20,Round 1,"National Institute of Foundry & Forge Technology, Hatia, Ranchi",Environmental Engineering,Group 1,OPEN,559,410
21,Round 1,"National Institute of Foundry & Forge Technology, Hatia, Ranchi",Environmental Engineering,Group 1,SC,299,267
22,Round 1,"National Institute of Foundry & Forge Technology, Hatia, Ranchi",Environmental Engineering,Group 1,ST,228,228
23,Round 1,"National Institute of Foundry & Forge Technology, Hatia, Ranchi",Foundry Forge Technology,Group 1,OBC,332,327
24,Round 1,"National Institute of Foundry & Forge Technology, Hatia, Ranchi",Foundry Forge Technology,Group 1,OPEN,586,358
25,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Nanoscience and Technology,Group 1,OPEN,507,458
26,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Nanoscience and Technology,Group 1,SC,247,247
27,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Sensor Technology,Group 1,OBC,445,389
28,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Sensor Technology,Group 1,EWS,396,335
29,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Sensor Technology,Group 1,OPEN,549,446
30,Round 1,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Sensor Technology,Group 1,SC,296,286
31,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science and Engineering with specialization in Data Analytics and Decision Sciences,Group 1,OBC,373,363
32,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science and Engineering with specialization in Data Analytics and Decision Sciences,Group 1,EWS,361,361
33,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Computer Science and Engineering with specialization in Data Analytics and Decision Sciences,Group 1,OPEN,504,477
34,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Urban Design),Group 1,OPEN,735,624
35,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Urban Design),Group 1,SC,408,408
36,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Urban Design),Group 1,ST,135,135
37,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Urban Design),Group 2,OBC,278,278
38,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Urban Design),Group 2,OPEN,389,389
39,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Urban and Regional Planning),Group 1,OBC,550,545
40,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Urban and Regional Planning),Group 1,EWS,550,550
41,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Urban and Regional Planning),Group 1,OPEN,717,655
42,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Urban and Regional Planning),Group 1,SC,352,352
43,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Urban and Regional Planning),Group 1,ST,309,309
44,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Urban and Regional Planning),Group 2,OPEN,519,377
45,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Urban and Regional Planning),Group 2,SC,265,265
46,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Urban and Regional Planning),Group 3,OBC,500,500
47,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Urban and Regional Planning),Group 3,EWS,321,321
48,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Urban and Regional Planning),Group 3,OPEN,636,519
49,Round 1,"School of Planning and Architecture, Bhopal",M.Plan. (Urban and Regional Planning),Group 3,SC,278,278
50,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Conservation),Group 1,OBC,426,377
51,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Conservation),Group 1,EWS,302,302
52,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Conservation),Group 1,OPEN,543,511
53,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Conservation),Group 1,SC,309,246
54,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Conservation),Group 3,EWS,284,284
55,Round 1,"School of Planning and Architecture, Bhopal",M.Arch. (Conservation),Group 3,OPEN,587,587
56,Round 1,School of Planning & Architecture: Vijayawada,Architectural Conservation,Group 1,OBC,383,358
57,Round 1,School of Planning & Architecture: Vijayawada,Architectural Conservation,Group 1,OPEN,506,482
58,Round 1,School of Planning & Architecture: Vijayawada,Architectural Conservation,Group 1,SC,203,185
59,Round 1,School of Planning & Architecture: Vijayawada,Building Engineering and Management,Group 1,OBC,506,445
60,Round 1,School of Planning & Architecture: Vijayawada,Building Engineering and Management,Group 1,EWS,426,426
61,Round 1,School of Planning & Architecture: Vijayawada,Building Engineering and Management,Group 1,OPEN,704,649
62,Round 1,School of Planning & Architecture: Vijayawada,Building Engineering and Management,Group 1,SC,327,320
63,Round 1,School of Planning & Architecture: Vijayawada,Building Engineering and Management,Group 1,ST,148,148
64,Round 1,School of Planning & Architecture: Vijayawada,Environmental Planning & Management,Group 1,OBC,438,408
65,Round 1,School of Planning & Architecture: Vijayawada,Environmental Planning & Management,Group 1,EWS,346,346
66,Round 1,School of Planning & Architecture: Vijayawada,Environmental Planning & Management,Group 1,OPEN,593,550
67,Round 1,School of Planning & Architecture: Vijayawada,Environmental Planning & Management,Group 1,SC,370,265
68,Round 1,School of Planning & Architecture: Vijayawada,Landscape Architecture,Group 1,OBC,494,401
69,Round 1,School of Planning & Architecture: Vijayawada,Landscape Architecture,Group 1,EWS,290,290
70,Round 1,School of Planning & Architecture: Vijayawada,Landscape Architecture,Group 1,OPEN,643,543
71,Round 1,School of Planning & Architecture: Vijayawada,Landscape Architecture,Group 1,SC,309,272
72,Round 1,School of Planning & Architecture: Vijayawada,Sustainable Architecture,Group 1,OBC,457,432
73,Round 1,School of Planning & Architecture: Vijayawada,Sustainable Architecture,Group 1,EWS,408,408
74,Round 1,School of Planning & Architecture: Vijayawada,Sustainable Architecture,Group 1,OPEN,729,593
75,Round 1,School of Planning & Architecture: Vijayawada,Sustainable Architecture,Group 1,OPEN-PwD,197,197
76,Round 1,School of Planning & Architecture: Vijayawada,Sustainable Architecture,Group 1,SC,290,272
77,Round 1,School of Planning & Architecture: Vijayawada,Transport Planning,Group 1,OBC,438,407
78,Round 1,School of Planning & Architecture: Vijayawada,Transport Planning,Group 1,EWS,436,436
79,Round 1,School of Planning & Architecture: Vijayawada,Transport Planning,Group 1,OPEN,556,519
80,Round 1,School of Planning & Architecture: Vijayawada,Transport Planning,Group 1,SC,290,274
81,Round 1,School of Planning & Architecture: Vijayawada,Transport Planning,Group 1,ST,234,234
82,Round 1,School of Planning & Architecture: Vijayawada,Urban & Regional Planning,Group 1,OBC,525,476
83,Round 1,School of Planning & Architecture: Vijayawada,Urban & Regional Planning,Group 1,EWS,400,400
84,Round 1,School of Planning & Architecture: Vijayawada,Urban & Regional Planning,Group 1,OPEN,661,618
85,Round 1,School of Planning & Architecture: Vijayawada,Urban & Regional Planning,Group 1,SC,389,383
86,Round 1,University of Hyderabad,Information Security,Group 1,OPEN,508,485
87,Round 1,University of Hyderabad,Information Security,Group 1,SC,300,272
88,Round 1,University of Hyderabad,Information Technology,Group 1,OBC,477,400
89,Round 1,University of Hyderabad,Information Technology,Group 1,EWS,423,408
90,Round 1,University of Hyderabad,Information Technology,Group 1,OPEN,508,481
91,Round 1,University of Hyderabad,Information Technology,Group 1,SC,304,270
92,Round 1,University of Hyderabad,Manufacturing Science and Engineering,Group 1,OBC,406,331
93,Round 1,University of Hyderabad,Manufacturing Science and Engineering,Group 1,EWS,373,373
94,Round 1,University of Hyderabad,Manufacturing Science and Engineering,Group 1,OPEN,686,465
95,Round 1,University of Hyderabad,Manufacturing Science and Engineering,Group 1,SC,404,324
96,Round 1,University of Hyderabad,Manufacturing Science and Engineering,Group 1,ST,259,259
97,Round 1,University of Hyderabad,Materials Engineering,Group 1,OBC,350,329
98,Round 1,University of Hyderabad,Materials Engineering,Group 1,EWS,367,341
99,Round 1,University of Hyderabad,Materials Engineering,Group 1,OPEN,594,440
100,Round 1,University of Hyderabad,Materials Engineering,Group 1,SC,221,221
101,Round 1,University of Hyderabad,Materials Engineering,Group 1,ST,314,314
102,Round 1,University of Hyderabad,Nanoscience and Technology,Group 1,OBC,331,329
103,Round 1,University of Hyderabad,Nanoscience and Technology,Group 1,OPEN,616,400
104,Round 1,University of Hyderabad,Nanoscience and Technology,Group 1,SC,232,177
105,Round 1,University of Hyderabad,Nanoscience and Technology,Group 1,ST,259,259
106,Round 1,University of Hyderabad,Computer Science,Group 1,OBC,491,439
107,Round 1,University of Hyderabad,Computer Science,Group 1,EWS,492,433
108,Round 1,University of Hyderabad,Computer Science,Group 1,OPEN,646,517
109,Round 1,University of Hyderabad,Computer Science,Group 1,SC,361,323
110,Round 1,University of Hyderabad,Computer Science,Group 1,ST,259,259
111,Round 1,University of Hyderabad,Integrated Circuits Technology,Group 1,OBC,483,426
112,Round 1,University of Hyderabad,Integrated Circuits Technology,Group 1,EWS,472,455
113,Round 1,University of Hyderabad,Integrated Circuits Technology,Group 1,OPEN,588,508
114,Round 1,University of Hyderabad,Integrated Circuits Technology,Group 1,SC,479,293
115,Round 1,University of Hyderabad,Integrated Circuits Technology,Group 1,ST,245,245
116,Round 1,"Punjab Engineering College, Chandigarh",Computer Science & Information Security,Group 1,EWS,383,330
117,Round 1,"Punjab Engineering College, Chandigarh",Computer Science & Information Security,Group 1,OPEN,539,434
118,Round 1,"Punjab Engineering College, Chandigarh",Computer Science & Information Security,Group 1,SC,321,258
119,Round 1,"Punjab Engineering College, Chandigarh",Electronics Engineering,Group 1,EWS,393,357
120,Round 1,"Punjab Engineering College, Chandigarh",Electronics Engineering,Group 1,OPEN,451,401
121,Round 1,"Punjab Engineering College, Chandigarh",Electronics Engineering,Group 1,SC,250,231
122,Round 1,"Punjab Engineering College, Chandigarh",Environmental Engineering,Group 1,EWS,350,350
123,Round 1,"Punjab Engineering College, Chandigarh",Environmental Engineering,Group 1,OPEN,695,421
124,Round 1,"Punjab Engineering College, Chandigarh",Environmental Engineering,Group 1,SC,321,283
125,Round 1,"Punjab Engineering College, Chandigarh",Production & Industrial Engineering,Group 1,OPEN,430,358
126,Round 1,"Punjab Engineering College, Chandigarh",Production & Industrial Engineering,Group 1,SC,255,255
127,Round 1,"Punjab Engineering College, Chandigarh",Mechanical Engineering,Group 1,OPEN,649,368
128,Round 1,"Punjab Engineering College, Chandigarh",Industrial Materials & Metallurgy,Group 1,OPEN,410,352
129,Round 1,"Punjab Engineering College, Chandigarh",Industrial Materials & Metallurgy,Group 1,SC,240,240
130,Round 1,"Punjab Engineering College, Chandigarh",Structural Engineering,Group 1,EWS,378,378
131,Round 1,"Punjab Engineering College, Chandigarh",Structural Engineering,Group 1,OPEN,616,467
132,Round 1,"Punjab Engineering College, Chandigarh",Structural Engineering,Group 1,SC,343,292
133,Round 1,"Punjab Engineering College, Chandigarh",Structural Engineering,Group 1,ST,272,265
134,Round 1,"Punjab Engineering College, Chandigarh",Transportation Engineering,Group 1,EWS,375,368
135,Round 1,"Punjab Engineering College, Chandigarh",Transportation Engineering,Group 1,OPEN,527,429
136,Round 1,"Punjab Engineering College, Chandigarh",Transportation Engineering,Group 1,SC,279,276
137,Round 1,"Punjab Engineering College, Chandigarh",Transportation Engineering,Group 1,ST,263,251
138,Round 1,"Punjab Engineering College, Chandigarh",Electronics (VLSI Design),Group 1,EWS,461,452
139,Round 1,"Punjab Engineering College, Chandigarh",Electronics (VLSI Design),Group 1,OPEN,679,464
140,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Computer Science & Engineering,Group 1,EWS,404,366
141,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Computer Science & Engineering,Group 1,OPEN,566,477
142,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Computer Science & Engineering,Group 1,SC,396,304
143,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Smart Manufacturing,Group 1,OBC,358,343
144,Round 1,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Smart Manufacturing,Group 1,OPEN,597,392
145,Round 1,"Indian Institute of Information Technology Srirangam, Tiruchirappalli",VLSI Systems,Group 1,OBC,466,402
146,Round 1,"Indian Institute of Information Technology Srirangam, Tiruchirappalli",VLSI Systems,Group 1,EWS,412,393
147,Round 1,"Indian Institute of Information Technology Srirangam, Tiruchirappalli",VLSI Systems,Group 1,OPEN,569,469
148,Round 1,"Indian Institute of Information Technology Srirangam, Tiruchirappalli",VLSI Systems,Group 1,SC,315,281
149,Round 1,"Indian Institute of Information Technology Srirangam, Tiruchirappalli",Computer Science & Engineering,Group 1,OBC,504,406
150,Round 1,"Indian Institute of Information Technology Srirangam, Tiruchirappalli",Computer Science & Engineering,Group 1,EWS,446,400
151,Round 1,"Indian Institute of Information Technology Srirangam, Tiruchirappalli",Computer Science & Engineering,Group 1,OPEN,729,523
152,Round 1,"Indian Institute of Information Technology Srirangam, Tiruchirappalli",Computer Science & Engineering,Group 1,SC,485,289
153,Round 1,"Indian Institute of Information Technology, Lucknow",Computer Science,Group 1,OBC,523,464
154,Round 1,"Indian Institute of Information Technology, Lucknow",Computer Science,Group 1,EWS,589,562
155,Round 1,"Indian Institute of Information Technology, Lucknow",Computer Science,Group 1,OPEN,637,596
156,Round 1,"Indian Institute of Information Technology, Lucknow",Computer Science,Group 1,SC,354,330
157,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Electronic System Design,Group 1,OBC,373,350
158,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Electronic System Design,Group 1,OPEN,460,398
159,Round 1,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool",Electronic System Design,Group 1,SC,261,236
160,Round 1,"National Institute of Technology, Kurukshetra",Water Resources Engineering,Group 2,OPEN,449,412
161,Round 1,"National Institute of Technology, Kurukshetra",Water Resources Engineering,Group 2,SC,201,201
162,Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering,Group 1,OBC,573,535
163,Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering,Group 1,EWS,600,584
164,Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering,Group 1,OPEN,643,600
165,Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering,Group 1,SC,450,419
166,Round 1,"National Institute of Technology, Kurukshetra",Computer Engineering,Group 1,ST,285,258
167,Round 1,"National Institute of Technology, Manipur",Electronics and Communication Engineering,Group 1,OBC,350,321
168,Round 1,"National Institute of Technology, Manipur",Electronics and Communication Engineering,Group 1,OPEN,426,379
169,Round 1,"National Institute of Technology, Manipur",Electronics and Communication Engineering,Group 1,SC,236,231
170,Round 1,"National Institute of Technology, Manipur",Environmental and Water Resources Engineering,Group 1,OBC,397,375
171,Round 1,"National Institute of Technology, Manipur",Environmental and Water Resources Engineering,Group 1,OPEN,487,414
172,Round 1,"National Institute of Technology, Manipur",Environmental and Water Resources Engineering,Group 1,SC,368,278
173,Round 1,"National Institute of Technology, Manipur",Environmental and Water Resources Engineering,Group 1,ST,232,232
174,Round 1,"National Institute of Technology, Manipur",Power System and Control System,Group 1,OBC,362,354
175,Round 1,"National Institute of Technology, Manipur",Power System and Control System,Group 1,OPEN,437,383
176,Round 1,"National Institute of Technology, Manipur",Power System and Control System,Group 1,SC,260,244
177,Round 1,"National Institute of Technology, Manipur",Power System and Control System,Group 1,ST,282,282
178,Round 1,"National Institute of Technology, Manipur",Thermal & Fluids Engineering,Group 1,OBC,359,323
179,Round 1,"National Institute of Technology, Manipur",Thermal & Fluids Engineering,Group 1,OPEN,423,364
180,Round 1,"National Institute of Technology, Manipur",Computer Science & Engineering,Group 1,OBC,363,357
181,Round 1,"National Institute of Technology, Manipur",Computer Science & Engineering,Group 1,OPEN,512,450
182,Round 1,"National Institute of Technology, Manipur",Computer Science & Engineering,Group 1,SC,304,281
183,Round 1,National Institute of Technology Mizoram,Microelectronics & VLSI Design,Group 1,OBC,385,355
184,Round 1,National Institute of Technology Mizoram,Microelectronics & VLSI Design,Group 1,OPEN,402,388
185,Round 1,National Institute of Technology Mizoram,Microelectronics & VLSI Design,Group 1,SC,324,324
186,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,Group 1,OBC,379,365
187,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,Group 1,EWS,419,419
188,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,Group 1,OPEN,512,472
189,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,Group 1,SC,277,277
190,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,Group 1,OPEN,438,377
191,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,Group 2,OBC,340,328
192,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,Group 2,OPEN,471,399
193,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,Group 2,SC,213,213
194,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,Group 1,OBC,409,305
195,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,Group 1,OPEN,522,421
196,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,Group 1,SC,223,187
197,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,Group 2,OBC,436,398
198,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,Group 2,EWS,446,446
199,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,Group 2,OPEN,538,460
200,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,Group 2,SC,294,271
201,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,Group 1,OBC,434,385
202,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,Group 1,EWS,421,351
203,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,Group 1,OPEN,525,438
204,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,Group 1,SC,394,240
205,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,Group 1,ST,255,255
206,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,Group 1,OBC,426,388
207,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,Group 1,EWS,431,365
208,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,Group 1,OPEN,483,445
209,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,Group 1,SC,312,255
210,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,Group 1,ST,231,231
211,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,Group 1,OBC,440,429
212,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,Group 1,EWS,418,418
213,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,Group 1,OPEN,481,458
214,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,Group 1,SC,350,350
215,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,Group 1,ST,276,276
216,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering,Group 1,OBC,395,371
217,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering,Group 1,EWS,362,362
218,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering,Group 1,OPEN,495,426
219,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering,Group 1,SC,360,360
220,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Manufacturing Technology,Group 1,OBC,373,337
221,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Manufacturing Technology,Group 1,EWS,361,361
222,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Manufacturing Technology,Group 1,OPEN,468,394
223,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),Group 1,EWS,513,513
224,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),Group 1,OPEN,566,554
225,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),Group 1,SC,381,375
226,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,Group 1,OBC,548,496
227,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,Group 1,EWS,529,504
228,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,Group 1,OPEN,629,561
229,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,Group 1,SC,415,388
230,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,Group 1,ST,298,255
231,Round 1,Malaviya National Institute of Technology Jaipur,Chemical Engineering,Group 1,OBC,345,342
232,Round 1,Malaviya National Institute of Technology Jaipur,Chemical Engineering,Group 1,OPEN,503,410
233,Round 1,Malaviya National Institute of Technology Jaipur,Chemical Engineering,Group 1,SC,397,397
234,Round 1,Malaviya National Institute of Technology Jaipur,Chemical Engineering,Group 1,ST,219,219
235,Round 1,Malaviya National Institute of Technology Jaipur,Chemical Engineering,Group 2,OBC,423,414
236,Round 1,Malaviya National Institute of Technology Jaipur,Chemical Engineering,Group 2,OPEN,479,444
237,Round 1,Malaviya National Institute of Technology Jaipur,Chemical Engineering,Group 2,SC,287,287
238,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,OBC,557,527
239,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,EWS,592,588
240,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,OPEN,700,602
241,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,SC,442,419
242,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,Group 1,ST,308,300
243,Round 1,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),Group 1,OBC,424,376
244,Round 1,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),Group 1,EWS,371,343
245,Round 1,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),Group 1,OPEN,454,425
246,Round 1,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),Group 1,SC,307,298
247,Round 1,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),Group 1,ST,308,274
248,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,Group 1,OBC,568,529
249,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,Group 1,EWS,549,522
250,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,Group 1,OPEN,678,587
251,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,Group 1,OPEN-PwD,491,491
252,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,Group 1,SC,324,285
253,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,Group 1,ST,447,447
254,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,Group 1,OBC,526,493
255,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,Group 1,EWS,502,499
256,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,Group 1,OPEN,579,555
257,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,Group 1,SC,317,298
258,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,Group 1,ST,279,279
259,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,Group 2,OBC,388,373
260,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,Group 2,OPEN,557,526
261,Round 1,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,Group 1,OBC,443,389
262,Round 1,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,Group 1,EWS,454,453
263,Round 1,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,Group 1,OPEN,573,460
264,Round 1,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,Group 1,SC,332,314
265,Round 1,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,Group 1,ST,329,292
266,Round 1,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,Group 1,OBC,493,474
267,Round 1,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,Group 1,EWS,498,464
268,Round 1,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,Group 1,OPEN,541,498
