S.No,Rounds,College Name,MTECH Course Name,Group,Category,Max GATE Score,Min GATE Score
35,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,EWS,588,588
36,Round 1,Maulana Azad National Institute of Technology Bhopal,Machine Design,G1,SC,232,232
37,Round 1,Maulana Azad National Institute of Technology Bhopal,Power Electronics & Drives,G1,EWS,393,393
38,Round 1,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,SC,299,299
39,Round 1,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,ST,370,249
40,Round 1,Maulana Azad National Institute of Technology Bhopal,Urban Planning,G1,ST,356,356
41,Round 1,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,G1,OBC-NCL,527,516
42,Round 1,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,G1,EWS,552,529
43,Round 1,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,SC,404,389
44,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G1,EWS,350,350
45,Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,OPEN,487,410
46,Round 1,Motilal Nehru National Institute of Technology Allahabad,Production Engineering,G1,OPEN,404,375
47,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,OPEN,472,408
48,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,G2,OPEN,394,366
49,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,G1,EWS,382,374
50,Round 1,National Institute of Technology Agartala,Artificial Intelligence,G1,OBC-NCL,496,480
51,Round 1,National Institute of Technology Agartala,Artificial Intelligence,G1,EWS,512,512
52,Round 1,National Institute of Technology Agartala,Automotive Engineering,G1,OPEN,359,359
53,Round 1,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,G1,EWS,370,350
54,Round 1,National Institute of Technology Agartala,Environmental Engineering,G1,SC,269,247
55,Round 1,National Institute of Technology Agartala,Integrated Energy System,G1,SC,255,243
56,Round 1,National Institute of Technology Agartala,Data Science & Engineering,G1,EWS,509,502
57,Round 1,National Institute of Technology Agartala,Structural Engineering,G1,SC,256,253
58,Round 1,National Institute of Technology Agartala,VLSI Design,G1,SC,389,332
59,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G1,OPEN,504,456
60,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G1,SC,350,334
61,Round 1,National Institute of Technology Calicut,Industrial Engineering & Management,G1,SC,302,266
62,Round 1,National Institute of Technology Calicut,Machine Design,G1,ST,283,283
63,Round 1,National Institute of Technology Calicut,Manufacturing Technology,G1,EWS,369,355
64,Round 1,National Institute of Technology Calicut,Manufacturing Technology,G1,OPEN,467,414
65,Round 1,National Institute of Technology Calicut,Nanotechnology,G1,EWS,345,309
66,Round 1,National Institute of Technology Calicut,Nanotechnology,G1,OPEN,581,389
67,Round 1,National Institute of Technology Calicut,Power Systems,G1,EWS,409,401
68,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,OPEN,539,519
69,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electric Vehicle Design,G1,SC,315,291
70,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,OBC-NCL,648,635
71,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,EWS,643,639
72,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,OPEN,437,430
73,Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,OBC-NCL,370,351
74,Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,SC,337,303
75,Round 1,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,OBC-NCL,378,370
76,Round 1,Malaviya National Institute of Technology Jaipur,Water Resources Engineering,G1,OBC-NCL,348,322
77,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,EWS,665,660
78,Round 1,Maulana Azad National Institute of Technology Bhopal,M Plan (Real Estate Planning),G1,OBC-NCL,463,412
79,Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,G1,OPEN,647,575
80,Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,OBC-NCL,523,477
81,Round 1,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,G1,OPEN,506,493
82,Round 1,Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,G1,OBC-NCL,330,330
83,Round 1,Maulana Azad National Institute of Technology Bhopal,Communication Systems,G1,SC,305,300
84,Round 1,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,OPEN,610,592
85,Round 1,Maulana Azad National Institute of Technology Bhopal,Materials Science & Technology,G1,OBC-NCL,324,309
86,Round 1,Maulana Azad National Institute of Technology Bhopal,Thermal Engineering,G1,OPEN,553,452
87,Round 1,Motilal Nehru National Institute of Technology Allahabad,Chemical Engineering,G1,OBC-NCL,356,303
88,Round 1,Motilal Nehru National Institute of Technology Allahabad,Chemical Engineering,G1,EWS,330,324
89,Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,SC,358,354
90,Round 1,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,G1,OPEN,566,501
91,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,EWS,627,627
92,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,G1,SC,338,311
93,Round 1,National Institute of Technology Agartala,Integrated Energy System,G1,ST,295,295
94,Round 1,National Institute of Technology Agartala,Power Electronics & Drives,G1,OPEN,366,350
95,Round 1,National Institute of Technology Agartala,Power System Engineering,G1,SC,271,268
96,Round 1,National Institute of Technology Calicut,Chemical Engineering,G1,SC,271,257
97,Round 1,National Institute of Technology Calicut,Environmental Engineering,G1,OPEN,423,412
98,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,SC,491,475
99,Round 1,National Institute of Technology Calicut,Materials Science & Technology,G1,SC,219,202
100,Round 1,National Institute of Technology Calicut,Offshore Structures,G1,OPEN,488,418
101,Round 1,National Institute of Technology Calicut,Telecommunication,G1,EWS,483,483
102,Round 1,National Institute of Technology Delhi,CAD/CAM,G1,OBC-NCL,383,383
103,Round 1,National Institute of Technology Delhi,Power & Energy Systems,G1,OPEN,437,421
104,Round 1,National Institute of Technology Durgapur,AI and Data Analytics in Process Engg,G1,ST,323,323
105,Round 1,National Institute of Technology Durgapur,Sustainable Materials & Technology,G1,EWS,364,364
106,Round 1,National Institute of Technology Durgapur,Machine Design,G1,SC,366,286
107,Round 1,National Institute of Technology Durgapur,Power System,G1,EWS,346,338
108,Round 1,National Institute of Technology Durgapur,Electrical Engineering (Instrumentation and Control),G1,OPEN,444,382
109,Round 1,National Institute of Technology Durgapur,Artificial Intelligence & Data Science,G1,OBC-NCL,612,588
110,Round 1,National Institute of Technology Goa,Power Electronics & Power Systems,G1,SC,307,295
111,Round 1,National Institute of Technology Goa,Computer Science & Engineering,G1,OBC-NCL,556,531
112,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Environment),G1,ST,287,287
113,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Structures),G1,OBC-NCL,359,325
114,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G1,OPEN,739,715
115,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G1,ST,273,273
116,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G2,OBC-NCL,625,625
117,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G3,EWS,591,591
118,Round 1,"National Institute of Technology Karnataka, Surathkal",Materials Engineering,G1,OBC-NCL,342,318
119,Round 1,"National Institute of Technology Karnataka, Surathkal",Manufacturing Engineering,G1,SC,352,335
120,Round 1,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,G1,OPEN,588,491
121,Round 1,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,G1,OBC-NCL,480,468
122,Round 1,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering,G1,OBC-NCL,731,711
123,Round 1,National Institute of Technology Meghalaya,Computer Science & Engineering,G1,SC,439,374
124,Round 1,National Institute of Technology Patna,Intelligent Transport System,G1,SC,297,267
125,Round 1,National Institute of Technology Patna,Cyber Security,G1,OBC-NCL,542,510
126,Round 1,National Institute of Technology Patna,Control System Engineering,G1,OBC-NCL,362,354
127,Round 1,National Institute of Technology Patna,Environmental Engineering,G1,OPEN,474,378
128,Round 1,National Institute of Technology Patna,Data Science & Engineering,G1,OPEN,625,572
129,Round 1,National Institute of Technology Patna,Microelectronics and VLSI System Design,G1,OPEN,550,471
130,Round 1,National Institute of Technology Puducherry,Thermal Engineering,G1,SC,241,241
131,Round 1,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,G2,EWS,440,440
132,Round 1,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,G3,OPEN,476,445
133,Round 1,National Institute of Technology Raipur,Energy and Environment,G1,OBC-NCL,337,337
134,Round 1,National Institute of Technology Raipur,Machine Design,G2,OPEN,355,355
135,Round 1,National Institute of Technology Raipur,Structural Engineering,G1,OPEN,416,366
136,Round 1,National Institute of Technology Raipur,Thermal Engineering,G1,SC,255,249
137,Round 1,National Institute of Technology Sikkim,M.Tech in Artificial Intelligence and Machine Learning,G1,OBC-NCL,487,460
138,Round 1,National Institute of Technology Sikkim,M.Tech in Communication and Signal Processing,G1,OPEN,487,450
139,Round 1,National Institute of Technology Sikkim,M.Tech in Electrical Engineering (Power and Energy Systems),G1,OBC-NCL,341,332
140,Round 1,"National Institute of Technology, Jamshedpur",Power Systems Engineering,G1,OPEN,385,362
141,Round 1,"National Institute of Technology, Jamshedpur",Power Systems Engineering,G1,ST,284,253
142,Round 1,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,G1,ST,302,302
143,Round 1,"National Institute of Technology, Jamshedpur",Structural Engineering,G1,EWS,325,325
144,Round 1,"National Institute of Technology, Jamshedpur",Computer Science & Engineering,G1,ST,327,327
145,Round 1,"National Institute of Technology, Kurukshetra",Communication Systems,G1,SC,338,327
146,Round 1,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,EWS,325,325
147,Round 1,"National Institute of Technology, Kurukshetra",VLSI Design,G1,ST,346,335
148,Round 1,National Institute of Technology Mizoram,Power & Energy Systems Engineering,G1,SC,259,259
149,Round 1,National Institute of Technology Mizoram,Microelectronics and VLSI System Design,G1,SC,280,280
150,Round 1,National Institute of Technology Mizoram,Computer Science & Engineering,G1,SC,377,377
151,Round 1,"National Institute of Technology, Rourkela",RF and Microwave systems,G1,OBC-NCL,510,506
152,Round 1,"National Institute of Technology, Rourkela",RF and Microwave systems,G1,ST,295,295
153,Round 1,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,G1,EWS,337,337
154,Round 1,"National Institute of Technology, Rourkela",Biomedical Engineering,G1,ST,246,246
155,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G2,OBC-NCL,374,374
156,Round 1,"National Institute of Technology, Rourkela",Construction Technology and Management,G1,OBC-NCL,453,442
157,Round 1,"National Institute of Technology, Rourkela",Food Process Engineering,G1,OBC-NCL,445,392
158,Round 1,"National Institute of Technology, Rourkela",Metallurgical & Materials Engineering,G1,OPEN,394,394
159,Round 1,"National Institute of Technology, Rourkela",Mining Engineering,G1,ST,294,294
160,Round 1,National Institute of Technology Hamirpur,Electrical Engineering (Signal Processing & Control),G1,OBC-NCL,370,350
161,Round 1,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,G1,EWS,718,708
162,Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Science & Technology,G1,OBC-NCL,393,363
163,Round 1,"National Institute of Technology Karnataka, Surathkal",Geoinformatics,G1,OPEN,578,388
164,Round 1,"National Institute of Technology Karnataka, Surathkal",Information Technology,G1,OBC-NCL,701,684
165,Round 1,"National Institute of Technology Karnataka, Surathkal",Information Technology,G1,OPEN,737,724
166,Round 1,"National Institute of Technology Karnataka, Surathkal",Marine Structures,G1,EWS,318,318
167,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,G1,OBC-NCL,501,466
168,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,G2,EWS,405,393
169,Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,G1,OPEN,722,701
170,Round 1,"National Institute of Technology Karnataka, Surathkal",VLSI Design,G1,EWS,667,667
171,Round 1,"National Institute of Technology Karnataka, Surathkal",VLSI Design,G2,ST,416,416
172,Round 1,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering (Information Security),G1,SC,546,539
173,Round 1,National Institute of Technology Meghalaya,Fluids & Thermal Engineering,G1,SC,261,261
174,Round 1,National Institute of Technology Meghalaya,Structural Engineering,G1,OBC-NCL,325,325
175,Round 1,National Institute of Technology Nagaland,VLSI Systems,G1,OPEN,424,373
176,Round 1,National Institute of Technology Patna,Geotechnical Engineering,G1,OBC-NCL,340,337
177,Round 1,National Institute of Technology Patna,Power System Engineering,G1,OBC-NCL,362,358
178,Round 1,National Institute of Technology Patna,Structural Engineering,G1,OPEN,494,382
179,Round 1,National Institute of Technology Patna,Structural Engineering,G1,ST,269,269
180,Round 1,National Institute of Technology Patna,Thermal & Fluids Engineering,G1,SC,245,236
181,Round 1,National Institute of Technology Puducherry,Computer Science & Engineering,G1,OPEN,628,579
182,Round 1,National Institute of Technology Raipur,M.Tech in Power System & Power Electronics,G2,OBC-NCL,358,354
183,Round 1,National Institute of Technology Raipur,M.Tech in Planning (with specialization in Urban Planning),G1,ST,203,203
184,Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G2,OBC-NCL,410,410
185,Round 1,National Institute of Technology Raipur,Industrial Engineering & Management,G2,OPEN,519,485
186,Round 1,National Institute of Technology Raipur,VLSI & Embedded Systems,G1,SC,464,345
187,Round 1,National Institute of Technology Arunachal Pradesh,Innovation and Entrepreneurship,G1,SC,265,258
188,Round 1,"National Institute of Technology, Jamshedpur",VLSI and Embedded Systems Engineering,G1,SC,338,334
189,Round 1,"National Institute of Technology, Jamshedpur",Information Systems Security Engineering,G1,EWS,539,535
190,Round 1,"National Institute of Technology, Jamshedpur",Thermal Engineering,G1,ST,255,255
191,Round 1,"National Institute of Technology, Kurukshetra",Communication Systems,G1,EWS,436,429
192,Round 1,"National Institute of Technology, Kurukshetra",Structural Engineering,G1,ST,301,301
193,Round 1,"National Institute of Technology, Kurukshetra",Thermal & Fluids Engineering,G1,OBC-NCL,352,352
194,Round 1,"National Institute of Technology, Rourkela",RF and Microwave systems,G2,SC,346,330
195,Round 1,"National Institute of Technology, Rourkela",Master of Urban & Regional Planning,G1,OBC-NCL,497,483
196,Round 1,"National Institute of Technology, Rourkela",Master of Urban & Regional Planning,G1,OPEN,598,513
197,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G3,EWS,324,324
198,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G3,SC,291,291
199,Round 1,"National Institute of Technology, Rourkela",Communication & Networks,G1,OPEN,693,581
200,Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G2,ST,268,268
201,Round 1,"National Institute of Technology, Rourkela",Electronic Systems & Communication,G1,EWS,514,512
202,Round 1,"National Institute of Technology, Rourkela",Metallurgical & Materials Engineering,G5,EWS,324,324
203,Round 1,"National Institute of Technology, Rourkela",Industrial Design,G3,OPEN,459,414
204,Round 1,"National Institute of Technology, Rourkela",Software Engineering,G1,SC,552,509
205,Round 1,"National Institute of Technology, Rourkela",Structural Engineering,G1,EWS,427,412
206,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,EWS,518,495
207,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electric Vehicle Design,G1,ST,275,275
208,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,OPEN,667,575
209,Round 1,Malaviya National Institute of Technology Jaipur,Chemical Engineering and Sustainable Technology,G1,OBC-NCL,350,306
210,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,OPEN,556,449
211,Round 1,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,ST,374,374
212,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,OBC-NCL,395,383
213,Round 1,Malaviya National Institute of Technology Jaipur,Materials Engineering,G1,ST,256,256
214,Round 1,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,OPEN,643,581
215,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,ST,393,389
216,Round 1,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,G1,SC,298,298
217,Round 1,Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,G1,OPEN,520,374
218,Round 1,Maulana Azad National Institute of Technology Bhopal,Communication Systems,G1,EWS,381,381
219,Round 1,Maulana Azad National Institute of Technology Bhopal,Geoinformatics & Its Applications,G1,ST,254,254
220,Round 1,Maulana Azad National Institute of Technology Bhopal,Integrated Power Systems,G1,SC,291,287
221,Round 1,Maulana Azad National Institute of Technology Bhopal,Machine Design,G1,ST,252,252
222,Round 1,Maulana Azad National Institute of Technology Bhopal,Materials Science & Technology,G1,OPEN,388,353
223,Round 1,Maulana Azad National Institute of Technology Bhopal,Nanotechnology,G1,EWS,413,413
224,Round 1,Maulana Azad National Institute of Technology Bhopal,Thermal Engineering,G1,OBC-NCL,351,345
225,Round 1,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,G1,OPEN,572,552
226,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,OBC-NCL,492,422
227,Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,ST,299,272
228,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,OBC-NCL,681,655
229,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,G1,OBC-NCL,378,370
230,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,OBC-NCL,655,639
231,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,OBC-NCL,608,596
232,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,G1,OPEN,527,460
233,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,EWS,496,488
234,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,G1,EWS,445,430
235,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,OBC-NCL,408,378
236,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,G2,OBC-NCL,345,321
237,Round 1,National Institute of Technology Agartala,Cyber Security,G1,ST,264,264
238,Round 1,National Institute of Technology Agartala,Artificial Intelligence,G1,OPEN,597,538
239,Round 1,National Institute of Technology Agartala,Chemical Engineering,G1,OBC-NCL,330,304
240,Round 1,National Institute of Technology Agartala,Instrumentation Engineering,G1,EWS,323,323
241,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,G1,EWS,565,557
242,Round 1,National Institute of Technology Calicut,Environmental Engineering,G1,OBC-NCL,404,397
243,Round 1,National Institute of Technology Calicut,Geotechnical Engineering,G1,SC,337,309
244,Round 1,National Institute of Technology Calicut,Industrial Engineering & Management,G1,OPEN,572,494
245,Round 1,National Institute of Technology Calicut,Offshore Structures,G1,OBC-NCL,416,397
246,Round 1,National Institute of Technology Calicut,Telecommunication,G1,ST,311,311
247,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,G1,OPEN,743,731
248,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,SC,393,393
249,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,SC,401,401
250,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,OPEN,741,668
251,Round 1,"National Institute of Technology Karnataka, Surathkal",Materials Engineering,G1,SC,279,232
252,Round 1,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,G1,SC,385,374
253,Round 1,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,G2,SC,385,366
254,Round 1,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,G1,EWS,490,469
255,Round 1,"National Institute of Technology Karnataka, Surathkal",Water Resources Engineering & Management,G1,SC,325,317
256,Round 1,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering,G1,ST,560,473
257,Round 1,National Institute of Technology Nagaland,VLSI Systems,G1,OBC-NCL,370,362
258,Round 1,National Institute of Technology Nagaland,Computer Science & Engineering,G1,EWS,452,452
259,Round 1,National Institute of Technology Patna,Intelligent Transport System,G1,OBC-NCL,342,332
260,Round 1,National Institute of Technology Patna,Control System Engineering,G1,SC,287,287
261,Round 1,National Institute of Technology Patna,Data Science & Engineering,G1,OBC-NCL,539,526
262,Round 1,National Institute of Technology Patna,Microelectronics and VLSI System Design,G1,OBC-NCL,471,444
263,Round 1,National Institute of Technology Puducherry,Computer Science & Engineering,G1,OBC-NCL,575,539
264,Round 1,National Institute of Technology Raipur,M.Tech in Power System & Power Electronics,G2,OPEN,370,367
265,Round 1,National Institute of Technology Raipur,Medical Devices with a specialization in Critical Care and IVD,G3,OBC-NCL,392,387
266,Round 1,National Institute of Technology Raipur,Energy and Environment,G1,OPEN,495,364
267,Round 1,National Institute of Technology Raipur,Information Technology,G1,EWS,552,552
268,Round 1,National Institute of Technology Raipur,Information Technology,G3,OBC-NCL,511,511
269,Round 1,National Institute of Technology Raipur,Information Technology,G3,OPEN,582,582
270,Round 1,National Institute of Technology Raipur,Thermal Engineering,G1,OBC-NCL,335,314
271,Round 1,National Institute of Technology Raipur,Water Resources Development & Irrigation Engineering,G1,SC,291,262
272,Round 1,National Institute of Technology Sikkim,M.Tech in Artificial Intelligence and Machine Learning,G1,OPEN,635,535
273,Round 1,National Institute of Technology Sikkim,M.Tech in Communication and Signal Processing,G1,SC,334,334
274,Round 1,National Institute of Technology Arunachal Pradesh,Structural Engineering,G1,SC,265,245
275,Round 1,National Institute of Technology Arunachal Pradesh,Computer Science & Engineering,G1,EWS,446,443
276,Round 1,"National Institute of Technology, Jamshedpur",VLSI and Embedded Systems Engineering,G1,EWS,487,487
277,Round 1,"National Institute of Technology, Jamshedpur",Energy Systems Engineering,G1,ST,244,244
278,Round 1,"National Institute of Technology, Jamshedpur",Machine Design,G1,SC,200,200
279,Round 1,"National Institute of Technology, Jamshedpur",Power Systems Engineering,G1,OBC-NCL,358,350
280,Round 1,"National Institute of Technology, Kurukshetra",Machine Design Engineering,G1,EWS,387,387
281,Round 1,"National Institute of Technology, Kurukshetra",Thermal & Fluids Engineering,G1,OPEN,542,384
282,Round 1,"National Institute of Technology, Kurukshetra",Embedded System Design,G1,SC,365,354
283,Round 1,"National Institute of Technology, Manipur",Communication & Signal Processing,G1,OPEN,366,350
284,Round 1,"National Institute of Technology, Manipur",Structural Engineering,G1,SC,253,249
285,Round 1,"National Institute of Technology, Manipur",VLSI Design & Embedded Systems,G1,OPEN,424,395
286,Round 1,"National Institute of Technology, Manipur",Computer Science & Engineering,G1,EWS,463,463
287,Round 1,"National Institute of Technology, Rourkela",Mechanical Systems Design and Control,G3,SC,390,328
288,Round 1,"National Institute of Technology, Rourkela",Manufacturing and Automation Engineering,G2,SC,315,315
289,Round 1,"National Institute of Technology, Rourkela",Manufacturing and Automation Engineering,G3,EWS,328,328
290,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G1,ST,242,242
291,Round 1,"National Institute of Technology, Rourkela",Chemical Engineering,G2,OPEN,502,502
292,Round 1,"National Institute of Technology, Rourkela",Construction Technology and Management,G1,OPEN,518,469
293,Round 1,"National Institute of Technology, Rourkela",Communication & Networks,G1,OBC-NCL,577,522
294,Round 1,"National Institute of Technology, Rourkela",Energy and Environmental Engineering,G3,OBC-NCL,370,359
295,Round 1,"National Institute of Technology, Rourkela",Electronics and Instrumentation Engineering,G1,EWS,514,502
296,Round 1,"National Institute of Technology, Rourkela",Food Process Engineering,G1,OPEN,613,458
297,Round 1,National Institute of Technology Delhi,Computer Science & Engineering (Analytics),G1,OBC-NCL,625,618
298,Round 1,National Institute of Technology Durgapur,Geotechnical Engineering,G1,OBC-NCL,344,321
