S.No,Rounds,College Name,MTECH Course Name,Group,Category,Max GATE Score,Min GATE Score
31,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,SC,390,380
32,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,ST,281,281
33,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,ST,320,283
34,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,EWS,606,599
35,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G2,SC,382,382
36,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,OBC-NCL,498,437
37,Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,OPEN,632,513
38,Round 1,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,OBC-NCL,543,519
39,Round 1,Malaviya National Institute of Technology Jaipur,Wireless & Optical Communication,G1,OPEN,444,420
40,Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,OBC-NCL,489,451
41,Round 1,Maulana Azad National Institute of Technology Bhopal,Biotechnology,G1,SC,297,267
42,Round 1,Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,G1,OPEN,416,350
43,Round 1,Maulana Azad National Institute of Technology Bhopal,Communication Systems,G1,ST,276,276
44,Round 1,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,ST,312,293
45,Round 1,Maulana Azad National Institute of Technology Bhopal,Nanotechnology,G1,ST,258,258
46,Round 1,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,OBC-NCL,376,354
47,Round 1,Maulana Azad National Institute of Technology Bhopal,Thermal Engineering,G1,ST,241,241
48,Round 1,Maulana Azad National Institute of Technology Bhopal,Urban Planning,G1,ST,122,122
49,Round 1,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,ST,266,266
50,Round 1,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,G1,OPEN,540,505
51,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,OBC-NCL,606,595
52,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,OBC-NCL,578,573
53,Round 1,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,G1,OBC-NCL,478,462
54,Round 1,National Institute of Technology Agartala,Communication Systems & Signal Processing,G1,EWS,339,325
55,Round 1,National Institute of Technology Agartala,Artificial Intelligence,G1,ST,288,288
56,Round 1,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,G1,EWS,327,327
57,Round 1,National Institute of Technology Agartala,Data Science & Engineering,G1,OPEN,514,507
58,Round 1,National Institute of Technology Agartala,Structural Engineering,G1,OBC-NCL,355,337
59,Round 1,National Institute of Technology Calicut,Geotechnical Engineering,G1,OBC-NCL,432,416
60,Round 1,National Institute of Technology Calicut,High Voltage Engineering,G1,OPEN,433,415
61,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G1,ST,275,275
62,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G2,OPEN,518,451
63,Round 1,National Institute of Technology Calicut,Machine Design,G1,ST,290,290
64,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,SC,454,439
65,Round 1,National Institute of Technology Calicut,Nanotechnology,G1,OBC-NCL,339,322
66,Round 1,National Institute of Technology Calicut,Power Systems,G1,EWS,415,415
67,Round 1,National Institute of Technology Calicut,Water Resource Engineering,G1,EWS,355,352
68,Round 1,National Institute of Technology Delhi,Power & Energy Systems,G1,OBC-NCL,420,420
69,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,ST,348,348
70,Round 1,National Institute of Technology Durgapur,Power System,G1,OBC-NCL,380,358
71,Round 1,National Institute of Technology Durgapur,Artificial Intelligence & Data Science,G1,SC,427,422
72,Round 1,National Institute of Technology Goa,VLSI,G1,SC,360,328
73,Round 1,National Institute of Technology Goa,Computer Science & Engineering,G1,OBC-NCL,543,501
74,Round 1,National Institute of Technology Goa,Computer Science & Engineering,G1,OPEN,672,551
75,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Environment),G1,ST,264,264
76,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Structures),G1,EWS,351,351
77,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Transportation),G1,OBC-NCL,370,328
78,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Transportation),G1,OPEN,483,371
79,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Thermal and Energy Engineering,G1,SC,273,273
80,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,G2,SC,252,252
81,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Analytics,G1,EWS,528,514
82,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,G1,OPEN,451,366
83,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,EWS,472,472
84,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,ST,300,300
85,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,G1,OBC-NCL,555,512
86,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,G1,OBC-NCL,420,405
87,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,OPEN,589,489
88,Round 1,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,EWS,432,379
89,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,OPEN,387,364
90,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G2,SC,277,277
91,Round 1,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,EWS,454,428
92,Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,G2,SC,351,351
93,Round 1,Malaviya National Institute of Technology Jaipur,Water Resources Engineering,G1,OPEN,418,388
94,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,ST,441,349
95,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G1,EWS,584,584
96,Round 1,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,EWS,487,487
97,Round 1,Maulana Azad National Institute of Technology Bhopal,Industrial Design,G1,OPEN,420,350
98,Round 1,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,G1,OPEN,565,486
99,Round 1,Maulana Azad National Institute of Technology Bhopal,Materials Science & Technology,G1,SC,253,247
100,Round 1,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,SC,403,383
101,Round 1,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,ST,340,340
102,Round 1,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,G1,EWS,322,322
103,Round 1,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,SC,364,360
104,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,OBC-NCL,435,391
105,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,EWS,401,381
106,Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,EWS,411,360
107,Round 1,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,ST,257,257
108,Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,EWS,434,420
109,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,EWS,650,646
110,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,G1,OPEN,408,355
111,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,G1,EWS,421,421
112,Round 1,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,EWS,610,603
113,Round 1,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,G1,EWS,379,367
114,Round 1,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,SC,429,410
115,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power Electronics & Drives,G1,OPEN,560,464
116,Round 1,Motilal Nehru National Institute of Technology Allahabad,Production Engineering,G1,ST,245,245
117,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,EWS,446,444
118,Round 1,National Institute of Technology Agartala,Communication Systems & Signal Processing,G1,OBC-NCL,339,335
119,Round 1,National Institute of Technology Agartala,Cyber Security,G1,EWS,467,462
120,Round 1,National Institute of Technology Agartala,Geotechnical Engineering,G1,OBC-NCL,319,319
121,Round 1,National Institute of Technology Agartala,Power System Engineering,G1,OPEN,367,350
122,Round 1,National Institute of Technology Agartala,Transportation Engineering,G1,OPEN,403,403
123,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G1,OBC-NCL,367,354
124,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,SC,395,333
125,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,G1,SC,436,401
126,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,G1,OPEN,514,429
127,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,ST,285,285
128,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,ST,266,261
129,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G2,OPEN,562,518
130,Round 1,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,ST,333,254
131,Round 1,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,ST,279,262
132,Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,EWS,374,364
133,Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,EWS,482,474
134,Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,G1,OBC-NCL,484,436
135,Round 1,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,G1,OBC-NCL,435,364
136,Round 1,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,G1,SC,335,312
137,Round 1,Maulana Azad National Institute of Technology Bhopal,Geoinformatics & Its Applications,G1,EWS,349,349
138,Round 1,Maulana Azad National Institute of Technology Bhopal,Integrated Power Systems,G1,OPEN,402,376
139,Round 1,Maulana Azad National Institute of Technology Bhopal,Nanotechnology,G1,OBC-NCL,393,367
140,Round 1,Maulana Azad National Institute of Technology Bhopal,Thermal Engineering,G1,OBC-NCL,379,334
141,Round 1,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,G1,SC,408,364
142,Round 1,Maulana Azad National Institute of Technology Bhopal,Water Resources Engineering & Management,G1,OBC-NCL,352,341
143,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G1,OPEN,424,355
144,Round 1,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,OBC-NCL,439,420
145,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,G1,OBC-NCL,410,388
146,Round 1,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,G1,EWS,431,371
147,Round 1,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,G1,OBC-NCL,388,356
148,Round 1,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,OBC-NCL,446,429
149,Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,G1,EWS,371,359
150,Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,G1,OPEN,569,415
151,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Aided Design & Manufacturing,G1,EWS,339,339
152,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,G1,OBC-NCL,675,628
153,Round 1,National Institute of Technology Agartala,Artificial Intelligence,G1,OBC-NCL,478,443
154,Round 1,National Institute of Technology Agartala,Power Electronics & Drives,G1,OBC-NCL,350,335
155,Round 1,National Institute of Technology Agartala,Transportation Engineering,G1,SC,299,289
156,Round 1,National Institute of Technology Calicut,Energy Engineering & Management,G1,OBC-NCL,355,339
157,Round 1,National Institute of Technology Calicut,Geotechnical Engineering,G1,ST,271,271
158,Round 1,National Institute of Technology Calicut,Industrial Power & Automation,G1,ST,278,257
159,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G1,OBC-NCL,450,437
160,Round 1,National Institute of Technology Calicut,Instrumentation & Control Systems,G2,EWS,426,426
161,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,ST,365,365
162,Round 1,National Institute of Technology Calicut,Environment Engineering,G1,OBC-NCL,409,399
163,Round 1,National Institute of Technology Calicut,Telecommunication,G1,OBC-NCL,463,449
164,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,OBC-NCL,444,434
165,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,SC,370,350
166,Round 1,National Institute of Technology Delhi,Power Electronics & Drives,G1,OBC-NCL,429,420
167,Round 1,National Institute of Technology Durgapur,Biotechnology,G1,OBC-NCL,430,386
168,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,G1,OPEN,456,379
169,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Analytics,G1,SC,395,393
170,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,G1,SC,297,275
171,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,OPEN,454,379
172,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,OBC-NCL,530,514
173,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,ST,281,281
174,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G2,OPEN,497,469
175,Round 1,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,SC,285,285
176,Round 1,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,OPEN,497,406
177,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,OPEN,716,653
178,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,OBC-NCL,519,514
179,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,EWS,521,521
180,Round 1,Maulana Azad National Institute of Technology Bhopal,Communication Systems,G1,OBC-NCL,405,380
181,Round 1,Maulana Azad National Institute of Technology Bhopal,Communication Systems,G1,OPEN,439,410
182,Round 1,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,EWS,332,324
183,Round 1,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,OBC-NCL,474,449
184,Round 1,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,EWS,519,489
185,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G2,EWS,391,391
186,Round 1,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,G1,SC,328,275
187,Round 1,Motilal Nehru National Institute of Technology Allahabad,Material Science & Engineering,G1,SC,261,249
188,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,SC,414,390
189,Round 1,National Institute of Technology Agartala,Automotive Engineering,G1,ST,236,236
190,Round 1,National Institute of Technology Agartala,Environmental Engineering,G1,SC,279,260
191,Round 1,National Institute of Technology Agartala,Hydro Informatics Engineering,G1,SC,253,253
192,Round 1,National Institute of Technology Agartala,Instrumentation Engineering,G1,OPEN,360,350
193,Round 1,National Institute of Technology Agartala,Transportation Engineering,G1,ST,347,347
194,Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),G1,EWS,377,377
195,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,G1,EWS,534,529
196,Round 1,National Institute of Technology Calicut,High Voltage Engineering,G1,SC,328,328
197,Round 1,National Institute of Technology Calicut,Machine Design,G1,EWS,477,453
198,Round 1,National Institute of Technology Calicut,Manufacturing Technology,G1,ST,314,245
199,Round 1,National Institute of Technology Calicut,Power Electronics,G1,SC,389,358
200,Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,G1,OBC-NCL,443,440
201,Round 1,National Institute of Technology Calicut,Computer Science & Engineering,G1,EWS,679,664
202,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,EWS,588,588
203,Round 1,National Institute of Technology Delhi,Computer Science & Engineering (Analytics),G1,ST,305,305
204,Round 1,National Institute of Technology Durgapur,Machine Design,G1,ST,249,249
205,Round 1,National Institute of Technology Durgapur,Computer Science & Engineering,G1,ST,342,295
206,Round 1,National Institute of Technology Durgapur,Electrical Engineering (Instrumentation and Control),G1,OPEN,409,398
207,Round 1,National Institute of Technology Goa,Computer Science & Engineering,G1,SC,404,371
208,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Transportation),G1,ST,264,264
209,Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),G1,ST,246,246
210,Round 1,"National Institute of Technology Karnataka, Surathkal",Communication Engineering and Networks,G1,EWS,519,504
211,Round 1,"National Institute of Technology Karnataka, Surathkal",Environmental Engineering,G1,EWS,414,409
212,Round 1,"National Institute of Technology Karnataka, Surathkal",Industrial Biotechnology,G1,OPEN,615,491
213,Round 1,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G1,ST,363,363
214,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,G1,EWS,324,324
215,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Design Engineering,G1,OBC-NCL,359,343
216,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,G1,ST,251,250
217,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electric Vehicle Design,G1,ST,253,253
218,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,OPEN-PwD,255,255
219,Round 1,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,OPEN,561,477
220,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G2,OBC-NCL,420,420
221,Round 1,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,EWS,433,429
222,Round 1,Malaviya National Institute of Technology Jaipur,Power Systems,G1,SC,332,314
223,Round 1,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,OBC-NCL,405,377
224,Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,SC,462,416
225,Round 1,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,ST,409,409
226,Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,G2,OBC-NCL,429,388
227,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,OBC-NCL,643,592
228,Round 1,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,G1,OBC-NCL,533,481
229,Round 1,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,OPEN,588,575
230,Round 1,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,G1,EWS,347,335
231,Round 1,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,G1,SC,306,286
232,Round 1,Maulana Azad National Institute of Technology Bhopal,Nanotechnology,G1,SC,300,284
233,Round 1,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,SC,343,337
234,Round 1,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,G1,OBC-NCL,405,374
235,Round 1,Maulana Azad National Institute of Technology Bhopal,Smart Manufacturing,G1,SC,335,310
236,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G1,ST,240,240
237,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Aided Design & Manufacturing,G1,OBC-NCL,326,318
238,Round 1,National Institute of Technology Agartala,Chemical Engineering,G1,OPEN,411,361
239,Round 1,National Institute of Technology Agartala,Geotechnical Engineering,G1,SC,278,272
240,Round 1,National Institute of Technology Agartala,Geotechnical Engineering,G1,ST,246,246
241,Round 1,National Institute of Technology Agartala,Instrumentation Engineering,G1,OBC-NCL,325,315
242,Round 1,National Institute of Technology Agartala,Power System Engineering,G1,SC,292,276
243,Round 1,National Institute of Technology Agartala,Seismic Science and Engineering,G1,SC,255,255
244,Round 1,National Institute of Technology Agartala,VLSI Design,G1,SC,315,305
245,Round 1,National Institute of Technology Calicut,M.Plan. (Urban Planning),G1,OPEN,679,614
246,Round 1,National Institute of Technology Calicut,Electronics Design & Technology,G1,OPEN,588,563
247,Round 1,National Institute of Technology Calicut,Industrial Power & Automation,G1,OPEN,494,424
248,Round 1,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,OPEN,643,623
249,Round 1,National Institute of Technology Calicut,Environment Engineering,G1,EWS,399,399
250,Round 1,National Institute of Technology Calicut,Water Resource Engineering,G1,SC,315,311
251,Round 1,National Institute of Technology Delhi,Civil Engineering,G1,ST,351,351
252,Round 1,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,EWS,414,414
253,Round 1,National Institute of Technology Delhi,Computer Science & Engineering,G1,OPEN-PwD,349,349
254,Round 1,National Institute of Technology Durgapur,Environmental Science & Technology,G1,EWS,318,318
255,Round 1,National Institute of Technology Durgapur,Geotechnical Engineering,G1,OBC-NCL,351,341
256,Round 1,National Institute of Technology Durgapur,Microelectronics & VLSI,G1,EWS,519,514
257,Round 1,National Institute of Technology Durgapur,Power System,G1,SC,332,319
258,Round 1,National Institute of Technology Goa,Power Electronics & Power Systems,G1,ST,284,271
259,Round 1,National Institute of Technology Goa,Computer Science & Engineering,G1,ST,353,353
260,Round 1,National Institute of Technology Hamirpur,Civil Engineering (Water Resources),G1,SC,270,266
261,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,SC,266,237
262,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Renewable Energy,G1,EWS,330,330
263,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,G1,ST,306,306
264,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,G1,SC,355,300
265,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electric Vehicle Design,G1,OPEN,511,423
266,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,OPEN,555,537
267,Round 1,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,SC,426,407
268,Round 1,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,OBC-NCL,610,580
269,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,SC,439,329
270,Round 1,Malaviya National Institute of Technology Jaipur,Embedded Systems,G2,OBC-NCL,481,469
271,Round 1,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,EWS,501,501
272,Round 1,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,SC,407,332
273,Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,G1,SC,471,394
274,Round 1,Malaviya National Institute of Technology Jaipur,Wireless & Optical Communication,G1,EWS,414,395
275,Round 1,Malaviya National Institute of Technology Jaipur,Wireless & Optical Communication,G1,ST,251,251
276,Round 1,Maulana Azad National Institute of Technology Bhopal,Chemical Engineering,G1,SC,251,247
277,Round 1,Maulana Azad National Institute of Technology Bhopal,Housing,G1,OBC-NCL,337,337
278,Round 1,Maulana Azad National Institute of Technology Bhopal,Integrated Power Systems,G1,OBC-NCL,371,358
279,Round 1,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,G1,EWS,396,343
280,Round 1,Maulana Azad National Institute of Technology Bhopal,Thermal Engineering,G1,OPEN,611,396
281,Round 1,Maulana Azad National Institute of Technology Bhopal,Urban Planning,G1,OPEN,691,389
282,Round 1,Maulana Azad National Institute of Technology Bhopal,M.Tech Agile Software Engineering,G1,OBC-NCL,496,481
283,Round 1,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,OBC-NCL,491,473
284,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G1,EWS,340,340
285,Round 1,Motilal Nehru National Institute of Technology Allahabad,Biomedical Engineering,G2,OBC-NCL,391,347
286,Round 1,Motilal Nehru National Institute of Technology Allahabad,Chemical Engineering,G1,OPEN,463,356
287,Round 1,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,OPEN,686,664
288,Round 1,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,G1,OPEN,524,410
289,Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,ST,311,311
